0,196
1,187
2,197
3,198
4,200
5,192
6,194
7,197
8,194
9,198
10,198
11,202
12,204
13,194
14,203
15,195
16,201
17,205
18,213
19,213
20,216
21,218
22,211
23,207
24,206
25,201
26,208
27,215
28,212
29,208
30,217
31,217
32,222
33,219
34,212
35,215
36,213
37,220
38,216
39,220
40,224
41,215
42,224
43,229
44,237
45,243
46,250
47,251
48,254
49,256
50,259
51,264
52,269
53,270
54,266
55,271
56,268
57,260
58,251
59,244
60,243
61,251
62,246
63,253
64,261
65,251
66,253
67,261
68,263
69,271
70,266
71,269
72,269
73,266
74,269
75,270
76,265
77,273
78,271
79,274
80,282
81,284
82,277
83,275
84,274
85,279
86,276
87,271
88,272
89,282
90,290
91,281
92,286
93,290
94,296
95,306
96,306
97,308
98,316
99,310
100,309
101,300
102,293
103,291
104,287
105,285
106,291
107,293
108,294
109,300
110,302
111,305
112,310
113,318
114,312
115,306
116,313
117,307
118,306
119,302
120,300
121,303
122,312
123,320
124,327
125,323
126,329
127,338
128,343
129,348
130,354
131,352
132,358
133,363
134,362
135,356
136,358
137,353
138,362
139,371
140,361
141,365
142,369
143,364
144,361
145,353
146,357
147,353
148,351
149,357
150,349
151,340
152,349
153,344
154,347
155,354
156,352
157,353
158,362
159,353
160,355
161,353
162,352
163,357
164,367
165,363
166,362
167,367
168,373
169,365
170,372
171,376
172,382
173,380
174,389
175,391
176,393
177,389
178,381
179,381
180,375
181,372
182,365
183,375
184,383
185,376
186,385
187,385
188,383
189,393
190,384
191,376
192,369
193,374
194,366
195,360
196,356
197,358
198,368
199,375
200,379
201,371
202,381
203,383
204,392
205,388
206,383
207,378
208,383
209,379
210,376
211,369
212,366
213,358
214,364
215,363
216,360
217,351
218,349
219,340
220,333
221,332
222,322
223,314
224,308
225,304
226,313
227,323
228,322
229,325
230,325
231,319
232,320
233,322
234,314
235,323
236,327
237,334
238,324
239,317
240,307
241,313
242,304
243,307
244,298
245,290
246,289
247,297
248,288
249,288
250,292
251,298
252,291
253,286
254,284
255,285
256,284
257,290
258,289
259,283
260,292
261,289
262,279
263,272
264,281
265,284
266,278
267,288
268,292
269,283
270,284
271,278
272,288
273,291
274,292
275,284
276,280
277,275
278,278
279,276
280,274
281,284
282,280
283,288
284,294
285,295
286,285
287,290
288,290
289,296
290,296
291,289
292,285
293,288
294,297
295,293
296,289
297,291
298,287
299,289
300,289
301,282
302,274
303,279
304,272
305,274
306,278
307,273
308,267
309,261
310,269
311,261
312,269
313,271
314,273
315,283
316,286
317,296
318,295
319,301
320,293
321,296
322,299
323,292
324,289
325,285
326,285
327,275
328,283
329,283
330,287
331,284
332,292
333,284
334,287
335,294
336,285
337,287
338,280
339,288
340,295
341,296
342,291
343,283
344,277
345,286
346,278
347,269
348,267
349,259
350,260
351,258
352,267
353,271
354,281
355,280
356,276
357,284
358,277
359,276
360,286
361,283
362,276
363,280
364,282
365,274
366,282
367,286
368,284
369,277
370,275
371,283
372,286
373,289
374,290
375,290
376,298
377,308
378,302
379,296
380,290
381,294
382,291
383,287
384,294
385,286
386,279
387,275
388,267
389,276
390,280
391,286
392,277
393,277
394,283
395,278
396,273
397,267
398,260
399,258
400,251
401,255
402,263
403,258
404,263
405,271
406,278
407,270
408,267
409,262
410,265
411,263
412,265
413,273
414,265
415,268
416,269
417,265
418,257
419,252
420,244
421,251
422,242
423,242
424,251
425,251
426,244
427,249
428,242
429,248
430,253
431,243
432,252
433,256
434,259
435,252
436,244
437,245
438,240
439,237
440,233
441,242
442,241
443,233
444,239
445,233
446,239
447,241
448,251
449,247
450,247
451,253
452,248
453,249
454,256
455,264
456,260
457,266
458,267
459,265
460,264
461,255
462,261
463,261
464,262
465,256
466,249
467,245
468,247
469,244
470,236
471,228
472,222
473,225
474,232
475,230
476,240
477,237
478,228
479,234
480,236
481,232
482,223
483,228
484,236
485,231
486,233
487,236
488,227
489,231
490,231
491,232
492,232
493,223
494,225
495,226
496,234
497,227
498,219
499,218
500,223
501,220
502,215
503,217
504,214
505,209
506,209
507,202
508,198
509,203
510,210
511,212
512,208
513,203
514,209
515,217
516,219
517,210
518,219
519,225
520,216
521,219
522,227
523,218
524,225
525,233
526,225
527,233
528,225
529,227
530,219
531,223
532,220
533,224
534,221
535,226
536,228
537,228
538,229
539,230
540,238
541,233
542,241
543,250
544,251
545,252
546,250
547,250
548,256
549,262
550,255
551,255
552,245
553,240
554,238
555,231
556,235
557,239
558,245
559,252
560,246
561,244
562,249
563,247
564,257
565,247
566,256
567,253
568,251
569,251
570,246
571,254
572,251
573,258
574,251
575,247
576,241
577,231
578,238
579,243
580,236
581,236
582,244
583,245
584,238
585,245
586,236
587,229
588,235
589,231
590,228
591,221
592,215
593,209
594,200
595,205
596,211
597,204
598,212
599,213
600,218
601,227
602,220
603,224
604,232
605,236
606,235
607,227
608,233
609,240
610,237
611,242
612,251
613,250
614,241
615,239
616,233
617,238
618,244
619,239
620,230
621,237
622,238
623,235
624,241
625,232
626,236
627,226
628,221
629,213
630,214
631,215
632,206
633,206
634,205
635,208
636,206
637,201
638,198
639,205
640,198
641,207
642,199
643,197
644,206
645,204
646,196
647,194
648,194
649,194
650,194
651,185
652,190
653,190
654,184
655,194
656,200
657,197
658,194
659,185
660,177
661,171
662,180
663,172
664,176
665,175
666,176
667,171
668,161
669,166
670,168
671,160
672,163
673,158
674,150
675,159
676,156
677,147
678,149
679,151
680,142
681,145
682,154
683,155
684,150
685,152
686,150
687,153
688,149
689,154
690,157
691,151
692,142
693,145
694,144
695,137
696,137
697,139
698,140
699,142
700,142
701,142
702,143
703,148
704,152
705,154
706,149
707,148
708,155
709,154
710,150
711,147
712,147
713,138
714,131
715,136
716,143
717,142
718,143
719,140
720,142
721,138
722,131
723,134
724,132
725,137
726,138
727,138
728,140
729,141
730,138
731,132
732,134
733,141
734,136
735,138
736,140
737,135
738,135
739,130
740,124
741,120
742,120
743,118
744,118
745,128
746,127
747,134
748,142
749,140
750,133
751,131
752,129
753,122
754,130
755,136
756,137
757,136
758,133
759,133
760,140
761,139
762,140
763,150
764,149
765,152
766,160
767,164
768,169
769,165
770,161
771,165
772,156
773,164
774,164
775,159
776,155
777,153
778,150
779,147
780,141
781,141
782,139
783,138
784,144
785,149
786,148
787,140
788,147
789,154
790,146
791,148
792,145
793,155
794,150
795,145
796,139
797,133
798,124
799,132
800,138
801,129
802,131
803,135
804,132
805,126
806,120
807,125
808,120
809,111
810,104
811,97
812,103
813,99
814,101
815,104
816,103
817,94
818,91
819,94
820,86
821,93
822,84
823,81
824,86
825,85
826,79
827,89
828,90
829,82
830,89
831,92
832,84
833,94
834,99
835,107
836,117
837,110
838,109
839,117
840,126
841,132
842,128
843,124
844,130
845,132
846,137
847,129
848,120
849,117
850,127
851,118
852,113
853,111
854,104
855,99
856,97
857,106
858,99
859,101
860,102
861,111
862,111
863,108
864,109
865,110
866,103
867,97
868,104
869,96
870,87
871,95
872,97
873,102
874,94
875,89
876,91
877,84
878,87
879,79
880,79
881,88
882,93
883,92
884,90
885,85
886,94
887,92
888,100
889,95
890,88
891,85
892,77
893,67
894,70
895,73
896,64
897,65
898,73
899,68
900,62
901,70
902,79
903,76
904,84
905,82
906,76
907,69
908,75
909,79
910,82
911,83
912,80
913,78
914,87
915,94
916,92
917,85
918,82
919,80
920,80
921,79
922,69
923,69
924,67
925,65
926,72
927,70
928,68
929,61
930,60
931,68
932,75
933,79
934,81
935,72
936,64
937,55
938,53
939,58
940,62
941,69
942,66
943,57
944,62
945,65
946,74
947,70
948,77
949,77
950,83
951,87
952,87
953,95
954,86
955,86
956,77
957,83
958,78
959,83
960,89
961,81
962,80
963,79
964,73
965,66
966,61
967,59
968,66
969,74
970,73
971,64
972,72
973,66
974,74
975,74
976,69
977,60
978,70
979,72
980,73
981,68
982,62
983,60
984,55
985,46
986,47
987,50
988,57
989,61
990,60
991,60
992,51
993,60
994,68
995,72
996,75
997,78
998,75
999,76
1000,83
1001,89
1002,97
1003,106
1004,114
1005,110
1006,102
1007,111
1008,117
1009,116
1010,120
1011,127
1012,124
1013,133
1014,140
1015,130
1016,128
1017,131
1018,126
1019,117
1020,116
1021,107
1022,100
1023,90
1024,87
1025,80
1026,79
1027,81
1028,77
1029,82
1030,76
1031,69
1032,77
1033,80
1034,79
1035,89
1036,95
1037,104
1038,110
1039,101
1040,107
1041,99
1042,99
1043,96
1044,87
1045,83
1046,73
1047,66
1048,70
1049,73
1050,78
1051,73
1052,69
1053,66
1054,74
1055,73
1056,77
1057,83
1058,83
1059,93
1060,85
1061,94
1062,93
1063,93
1064,88
1065,84
1066,79
1067,75
1068,65
1069,61
1070,60
1071,55
1072,57
1073,47
1074,49
1075,52
1076,51
1077,61
1078,52
1079,57
1080,53
1081,62
1082,69
1083,74
1084,66
1085,59
1086,61
1087,65
1088,63
1089,67
1090,68
1091,72
1092,78
1093,85
1094,89
1095,99
1096,103
1097,103
1098,113
1099,119
1100,127
1101,121
1102,122
1103,131
